"","ADPF","Ajuizamento","Assunto"
"361",923,"14/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO TRIBUTÁRIO | Contribuições | Contribuições Previdenciárias | Produção Agropecuária"
"362",924,"16/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL | Mineração"
"363",925,"17/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DO TRABALHO | Contrato Individual de Trabalho"
"364",926,"17/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL"
"365",927,"17/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Militar | Sistema Remuneratório e Benefícios | Gratificações e Adicionais"
"366",928,"23/12/2021","DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução de Sentença | Precatório  | Sequestro de Verbas Públicas
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Orçamento | Repasse de Verbas Públicas
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública | Município"
"367",929,"29/12/2021","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Saúde"
"368",930,"30/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"369",931,"30/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"370",932,"04/01/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Ensino Superior"
"371",933,"10/01/2022","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"372",934,"10/01/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL"
"373",935,"17/01/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL | Unidade de Conservação da Natureza"
"374",936,"19/01/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais |Pessoas com deficiência
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"375",937,"21/01/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL | Unidade de Conservação da Natureza"
"376",938,"01/02/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade | Processo Legislativo"
"377",939,"02/02/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PREVIDENCIÁRIO"
"378",940,"07/02/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Ensino Superior | Financiamento Público da Educação e/ou Pesquisa"
"379",941,"07/02/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Concessão / Permissão / Autorização | Telefonia"
"380",942,"08/02/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            DIREITO DA SAÚDE | Pública | Vigilância Sanitária e Epidemológica"
"381",944,"15/02/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"382",945,"15/02/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO DO TRABALHO | Questões de Alta Complexidade, Grande Impacto e Repercussão"
"383",946,"18/02/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"384",947,"22/02/2022","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO DA SAÚDE | Pública | Vigilância Sanitária e Epidemológica"
"385",948,"02/03/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO TRIBUTÁRIO | Impostos | IPI/ Imposto sobre Produtos Industrializados"
"386",949,"07/03/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Bens Públicos | Bloqueio de Valores de Contas Públicas"
"387",950,"11/03/2022","DIREITO DO CONSUMIDOR | Contratos de Consumo |Capitalização e Previdência Privada
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"388",951,"11/03/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DO TRABALHO | Responsabilidade Solidária / Subsidiária | Sucessão de Empregadores"
"389",952,"18/03/2022","DIREITO TRIBUTÁRIO | Impostos | IPI/ Imposto sobre Produtos Industrializados
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"390",953,"18/03/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Ensino Superior | Sistemas de cotas - Lei 10.558/2002
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"391",954,"21/03/2022","DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF | Mandato | Cassação de mandato"
"392",955,"22/03/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Intervenção do Estado na Propriedade | Desapropriação Indireta"
"393",956,"30/03/2022","DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução de Sentença | Precatório 
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"394",957,"06/04/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Sistema Remuneratório e Benefícios | Auxílio-transporte"
"395",958,"06/04/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ELEITORAL | Eleições"
"396",959,"08/04/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ELEITORAL | Eleições"
"397",960,"18/04/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ELEITORAL | Eleições |Recursos Financeiros de Campanha Eleitoral"
"398",961,"18/04/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"399",962,"19/04/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Agentes Políticos | Parlamentares | Aposentadoria / Pensão Especial"
"400",963,"20/04/2022","DIREITO PENAL | Crimes contra a Propriedade Intelectual | Violação de direito autoral
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"401",964,"22/04/2022","DIREITO PENAL | Parte Geral | Extinção da Punibilidade | Perdão
                        
                            DIREITO PENAL | Parte Geral | Extinção da Punibilidade | Indulto"
"402",965,"22/04/2022","DIREITO PENAL | Parte Geral | Extinção da Punibilidade | Perdão
                        
                            DIREITO PENAL | Parte Geral | Extinção da Punibilidade | Indulto"
"403",966,"22/04/2022","DIREITO PENAL | Parte Geral | Extinção da Punibilidade | Perdão
                        
                            DIREITO PENAL | Parte Geral | Extinção da Punibilidade | Anistia"
"404",967,"25/04/2022","DIREITO PENAL | Parte Geral | Extinção da Punibilidade | Perdão
                        
                            DIREITO PENAL | Parte Geral | Extinção da Punibilidade | Indulto"
"405",968,"27/04/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"406",969,"01/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ELEITORAL | Eleições | Cargos |Cargo - Governador
                        
                            DIREITO ELEITORAL | Eleições | Cargos |Cargo - Vice-Governador"
"407",970,"01/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ELEITORAL | Eleições | Cargos |Cargo - Governador
                        
                            DIREITO ELEITORAL | Eleições | Cargos |Cargo - Vice-Governador"
"408",971,"06/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Contratos Administrativos
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"409",972,"13/05/2022","DIREITO DO TRABALHO | Direito Individual do Trabalho  | Duração do Trabalho | Intervalo Intrajornada"
"410",973,"13/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"411",974,"18/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"412",975,"23/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Agentes Políticos | Parlamentares | Aposentadoria / Pensão Especial"
"413",976,"23/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"414",977,"26/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais"
"415",978,"27/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública | Conselhos Regionais de Fiscalização Profissional e Afins | Exercício Profissional"
"416",979,"31/05/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"417",980,"01/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DA SAÚDE | Suplementar | Planos de saúde | Reajuste contratual"
"418",981,"02/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO À EDUCAÇÃO
                        
                            DIREITO AMBIENTAL"
"419",982,"10/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Agentes Políticos | Prefeito | Prestação de Contas"
"420",983,"14/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO |Responsabilidade Fiscal
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"421",984,"15/06/2022","DIREITO TRIBUTÁRIO | Impostos | ICMS/ Imposto sobre Circulação de Mercadorias"
"422",985,"15/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Reajustes de Remuneração, Proventos ou Pensão"
"423",986,"15/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DA SAÚDE | Suplementar | Planos de saúde | Reajuste contratual"
"424",987,"24/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Contratos Administrativos"
"425",988,"27/06/2022","DIREITO PROCESSUAL CIVIL E DO TRABALHO | Processo e Procedimento | Antecipação de Tutela / Tutela Específica | Bloqueio / Desbloqueio de Valores 
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"426",989,"30/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Saúde"
"427",990,"30/06/2022","DIREITO DA SAÚDE | Suplementar | Planos de saúde"
"428",991,"30/06/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais | Direitos Indígenas"
"429",992,"04/07/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Licitações"
"430",993,"04/07/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução | Execução de Título Extrajudicial 
                        
                            DIREITO CIVIL | Fatos Jurídicos | Prescrição e Decadência"
"431",994,"05/07/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO À EDUCAÇÃO | Permanência | Programas de Bolsas e Financiamento Estudantil com Recursos Públicos  | Fies"
"432",995,"13/07/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública"
"433",996,"18/07/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Militar | Regime | Ingresso e Concurso"
"434",997,"03/08/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Militar"
"435",998,"03/08/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"436",999,"05/08/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Ação Rescisória 
                        
                            DIREITO ELEITORAL"
"437",1000,"11/08/2022","DIREITO TRIBUTÁRIO | Impostos | ICMS/ Imposto sobre Circulação de Mercadorias
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"438",1001,"11/08/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Saúde"
"439",1002,"15/08/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"440",1003,"15/08/2022","DIREITO DA SAÚDE | Pública | Vigilância Sanitária e Epidemológica
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"441",1004,"19/08/2022","DIREITO TRIBUTÁRIO | Impostos | ICMS/ Imposto sobre Circulação de Mercadorias"
"442",1005,"26/08/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DO CONSUMIDOR | Superendividamento"
"443",1006,"26/08/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DO CONSUMIDOR | Superendividamento"
"444",1007,"31/08/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública | Criação / Extinção / Reestruturação de Orgãos ou Cargos Públicos"
"445",1008,"09/09/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Bens Públicos"
"446",1009,"12/09/2022","DIREITO AMBIENTAL
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"447",1010,"13/09/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Ordem Urbanística | Parcelamento do Solo"
"448",1011,"14/09/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Atos Administrativos | Infração Administrativa | Multas e demais Sanções
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Formação, Suspensão e Extinção do Processo"
"449",1012,"23/09/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Bens Públicos | Bloqueio de Valores de Contas Públicas"
"450",1013,"28/09/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Concessão / Permissão / Autorização | Transporte Terrestre
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"451",1014,"29/09/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Orçamento"
"452",1015,"13/10/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Orçamento"
"453",1016,"18/10/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"454",1017,"21/10/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Agentes Políticos | Governador | Afastamento do Cargo"
"455",1018,"24/10/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ELEITORAL | Eleições
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais |Comunicação Social"
"456",1019,"24/10/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ELEITORAL | Eleições"
"457",1020,"24/10/2022","DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução de Sentença | Precatório 
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução | Requisição de Pequeno Valor - RPV
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"458",1021,"26/10/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Saúde"
"459",1023,"27/10/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO TRIBUTÁRIO | Crédito Tributário | Extinção do Crédito Tributário | Compensação"
"460",1024,"03/11/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução | Penhora / Depósito/ Avaliação"
"461",1025,"08/11/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            DIREITO TRIBUTÁRIO | Contribuições | Contribuições Previdenciárias"
"462",1026,"09/11/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Saúde | Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos"
"463",1027,"14/11/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"464",1028,"16/11/2022","DIREITO TRIBUTÁRIO | Taxas | Estaduais"
"465",1029,"16/11/2022","DIREITO TRIBUTÁRIO | Taxas | Estaduais"
"466",1030,"16/11/2022","DIREITO TRIBUTÁRIO | Taxas | Municipais | Taxa de Prevenção e Combate a Incêndio"
"467",1031,"18/11/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"468",1032,"29/11/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Regime Estatutário"
"469",1033,"02/12/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Regime Estatutário | Promoção / Ascensão"
"470",1034,"06/12/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DO TRABALHO | Direito Individual do Trabalho  | Responsabilidade Solidária/Subsidiária"
"471",1035,"09/12/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Orçamento"
"472",1036,"12/12/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços"
"473",1037,"19/12/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"474",1038,"21/12/2022","DIREITO DO CONSUMIDOR |Práticas Abusivas
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"475",1039,"28/12/2022","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PREVIDENCIÁRIO | Benefícios em Espécie"
